name,id,classification,mass,year,latitude,longitude
Dar al Gani 432,5980,H4,1555.0,1998.0,27.4475,15.985
Dar al Gani 433,5981,L6,255.0,1998.0,27.32367,16.27683
Dar al Gani 434,5982,LL6,181.0,1998.0,27.24083,16.408
Dar al Gani 435,5983,H4-6,192.0,1998.0,27.221829999999997,16.2455
Dar al Gani 436,5984,H4,260.0,1998.0,26.85483,15.97533
Dar al Gani 437,5985,L6,239.0,1998.0,26.696170000000002,16.3275
Dar al Gani 438,5986,H5/6,349.0,1998.0,27.900170000000003,15.90117
Dar al Gani 439,5987,L6,867.0,1998.0,27.829,15.928
Dar al Gani 440,5988,L6,1561.0,1998.0,27.48333,16.263
Dar al Gani 442,5990,H3.6,188.0,1998.0,27.480829999999997,16.31833
Dar al Gani 443,5991,Eucrite-pmict,255.0,1998.0,27.452,16.021
Dar al Gani 444,5992,LL4-5,164.0,1998.0,27.38833,16.157329999999998
Dar al Gani 446,5994,L5/6,481.0,1998.0,27.48017,16.27133
Dar al Gani 447,5995,H4/5,526.0,1998.0,27.46067,16.17083
Dar al Gani 448,5996,L4/5,392.0,1998.0,27.4335,16.0845
Dar al Gani 449,5997,LL6,184.0,1998.0,27.42683,16.05367
Dar al Gani 452,6000,H5,445.0,1998.0,27.64617,15.914829999999998
Dar al Gani 453,6001,L6,1896.0,1998.0,27.804,15.935
Dar al Gani 454,6002,H3.9,161.0,1998.0,27.7875,15.855
Dar al Gani 455,6003,L6,2670.0,1998.0,27.80517,15.926670000000001
Dar al Gani 456,6004,L6,838.0,1998.0,27.797829999999998,15.941670000000002
Dar al Gani 457,6005,L6,855.0,1998.0,27.80733,15.93767
Dar al Gani 458,6006,L6,364.0,1998.0,27.81,15.933
Dar al Gani 459,6007,L6,1082.0,1998.0,27.814329999999998,15.9145
Dar al Gani 460,6008,L6,2310.0,1998.0,27.803829999999998,15.921
Dar al Gani 461,6009,L6,1228.0,1998.0,28.019,15.86333
Dar al Gani 462,6010,L6,740.0,1998.0,28.01517,15.86367
Dar al Gani 463,6011,L6,1916.0,1998.0,27.011670000000002,15.86483
Dar al Gani 464,6012,L6,254.0,1998.0,28.01967,15.890170000000001
Dar al Gani 465,6013,L6,777.0,1998.0,28.01483,15.862670000000001
Dar al Gani 466,6014,L6,1296.0,1998.0,28.01,15.845
Dar al Gani 467,6015,L6,1731.0,1998.0,28.00883,15.84283
Dar al Gani 468,6016,H5,375.0,1998.0,28.0215,15.8425
Dar al Gani 469,6017,H4,319.0,1998.0,27.8315,15.874329999999999
Dar al Gani 470,6018,L6,4152.0,1998.0,27.78533,15.952329999999998
Dar al Gani 471,6019,H5-6,276.0,1998.0,27.78717,15.951170000000001
Dar al Gani 472,6020,LL6,482.0,1998.0,27.79133,15.96517
Dar al Gani 473,6021,H6,333.0,1998.0,27.77983,16.06267
Dar al Gani 475,6023,H3.4,269.0,1998.0,27.610670000000002,16.21867
Dar al Gani 476,6024,Martian (shergottite),2015.0,1998.0,27.35267,16.200670000000002
Dar al Gani 477,6025,L6,16128.0,1998.0,27.74767,16.003
Dar al Gani 478,6026,L6,7367.0,1998.0,27.75467,15.981829999999999
Dar al Gani 480,6028,Eucrite,181.0,1998.0,27.3685,16.1735
Dar al Gani 481,6029,L6,258.0,1998.0,27.36883,16.2855
Dar al Gani 483,6031,L6,153.0,1997.0,27.465329999999998,16.01517
Dar al Gani 484,6032,H6,786.0,1997.0,27.2,16.1
Dar al Gani 485,6033,Ureilite,596.0,1997.0,27.017670000000003,16.38833
Dar al Gani 487,6035,L6,8189.0,1997.0,27.383329999999997,16.41667
Dar al Gani 488,6036,L6,3259.0,1997.0,27.26667,16.116670000000003
Dar al Gani 489,6037,Martian (shergottite),2146.0,1997.0,27.133329999999997,16.08333
Dar al Gani 490,6038,H5-6,170.0,1997.0,27.1885,16.350170000000002
Dar al Gani 492,6040,LL6,170.0,1997.0,27.151329999999998,16.126829999999998
Dar al Gani 493,6041,H4,850.0,1997.0,26.991670000000003,15.7745
Dar al Gani 497,6045,H5,1604.0,1997.0,27.203329999999998,16.0715
Dar al Gani 498,6046,LL5-6,467.0,1997.0,27.45433,16.2315
Dar al Gani 499,6047,H4/5,172.0,1997.0,27.33417,16.287329999999997
Dar al Gani 500,6048,H4/5,1030.0,1997.0,27.33083,16.283170000000002
Dar al Gani 501,6049,L5,992.0,1997.0,27.30033,16.177670000000003
Dar al Gani 502,6050,L6,4242.0,1997.0,27.288829999999997,16.11533
Dar al Gani 503,6051,L6,680.0,1997.0,27.2525,16.069670000000002
Dar al Gani 504,6052,H4,415.0,1997.0,27.25283,16.07167
Dar al Gani 505,6053,L6,240.0,1997.0,27.271829999999998,16.0535
Dar al Gani 508,6056,H4,103.0,1997.0,27.26683,16.06683
Dar al Gani 513,6061,H4,281.0,1997.0,27.0555,16.136
Dar al Gani 515,6063,H5,894.0,1997.0,27.08983,16.08667
Dar al Gani 516,6064,H6,298.0,1997.0,27.111829999999998,16.084329999999998
Dar al Gani 517,6065,H6,289.0,1997.0,27.11117,16.084329999999998
Dar al Gani 518,6066,H6,114.0,1997.0,27.14167,16.0865
Dar al Gani 519,6067,H4,269.0,1997.0,27.31033,16.2325
Dar al Gani 520,6068,H5-6,184.0,1997.0,27.31033,16.2325
Dar al Gani 521,6069,CV3,1567.0,1997.0,27.311,16.234
Dar al Gani 523,6071,L4/5,100.0,1997.0,27.1365,16.0835
Dar al Gani 529,6077,L6,101.0,1997.0,27.01867,16.32033
Dar al Gani 531,6079,L6,103.0,1997.0,27.188670000000002,16.33383
Dar al Gani 532,6080,L6,142.0,1997.0,27.20017,16.3685
Dar al Gani 544,6092,H5,1589.0,1997.0,26.96333,16.459329999999998
Dar al Gani 545,6093,H4,454.0,1997.0,27.203329999999998,16.08183
Dar al Gani 546,6094,L6,100.0,1997.0,27.20267,16.11717
Dar al Gani 551,6099,L6,5265.0,1997.0,27.27683,16.12567
Dar al Gani 556,6104,H6,361.0,1997.0,27.271829999999998,16.076829999999998
Dar al Gani 558,6106,L5,1125.0,1997.0,27.54767,15.847
Dar al Gani 559,6107,H5,403.0,1997.0,27.1915,16.293670000000002
Dar al Gani 560,6108,H4/5,260.3,1997.0,27.19083,16.29283
Dar al Gani 562,6110,L5,373.0,1997.0,27.09367,16.4205
Dar al Gani 563,6111,LL6,119.38,1997.0,27.30017,16.141170000000002
Dar al Gani 564,6112,H6,167.69,1997.0,26.89517,16.5515
Dar al Gani 566,6113,L6,223.83,1997.0,27.205170000000003,16.139329999999998
Dar al Gani 569,6116,L6,184.95,1997.0,27.29117,16.1275
Dar al Gani 570,6117,L4/5,1250.0,1997.0,27.547,15.859329999999998
Dar al Gani 571,6118,L6,307.0,1998.0,27.42717,16.33383
Dar al Gani 572,6119,H5,285.0,1998.0,27.3445,16.3025
Dar al Gani 573,6120,L4,661.9,1998.0,27.39883,16.1595
Dar al Gani 575,6122,H5,3200.0,1998.0,27.217,16.38917
Dar al Gani 576,6123,H4/5,231.5,1998.0,27.2315,16.32617
Dar al Gani 579,6126,H5,116.5,1998.0,27.052670000000003,16.43133
Dar al Gani 584,6131,L6,136.85,1998.0,27.1515,16.08267
Dar al Gani 585,6132,LL6,422.6,1998.0,27.1555,16.07767
Dar al Gani 586,6133,H5,138.6,1998.0,27.0865,16.173170000000002
Dar al Gani 587,6134,L6,1105.0,1998.0,27.1515,16.083
Dar al Gani 592,6139,L5,182.7,1998.0,27.633670000000002,16.0285
Dar al Gani 593,6140,L6,1040.0,1998.0,27.63917,15.881
Dar al Gani 594,6141,H5,404.8,1998.0,27.5895,16.116670000000003
Dar al Gani 595,6142,H5,14931.0,1998.0,27.63917,15.901329999999998
Dar al Gani 596,6143,LL5,189.0,1998.0,27.21367,16.2815
Dar al Gani 597,6144,H5,672.0,1998.0,26.835829999999998,16.6265
Dar al Gani 598,6145,H5,103.0,1998.0,26.92817,16.476
Dar al Gani 599,6146,LL6,781.0,1998.0,26.916,16.673170000000002
Dar al Gani 600,6147,H5,1190.0,1998.0,26.91633,16.67483
Dar al Gani 601,6148,CO3,131.0,1998.0,27.069670000000002,16.070829999999997
Dar al Gani 602,6149,L6,1055.0,1998.0,26.993170000000003,16.139329999999998
Dar al Gani 603,6150,H5,304.0,1998.0,26.87967,16.673170000000002
Dar al Gani 604,6151,H4,180.0,1998.0,26.979,16.31083
Dar al Gani 605,6152,LL5,161.0,1998.0,27.028,16.28283
Dar al Gani 606,6153,H5,1362.0,1998.0,26.879,16.69783
Dar al Gani 607,6154,L6,161.0,1998.0,27.312829999999998,15.9935
Dar al Gani 608,6155,L6,1870.0,1998.0,26.97033,16.36083
Dar al Gani 609,6156,Eucrite-mmict,696.0,1998.0,26.8855,16.580170000000003
Dar al Gani 610,6157,H4,44000.0,1998.0,26.85,16.73333
Dar al Gani 611,6158,L6,434.0,1998.0,27.28383,16.171329999999998
Dar al Gani 612,6159,H5,1492.0,1998.0,27.269170000000003,16.364
Dar al Gani 613,6160,LL4,566.0,1998.0,27.039,16.26117
Dar al Gani 615,6162,H6,295.0,1998.0,27.396,16.114829999999998
Dar al Gani 616,6163,L6,150.0,1998.0,27.162670000000002,16.296
Dar al Gani 617,6164,H6,126.0,1998.0,27.162670000000002,16.296
Dar al Gani 619,6166,L6,1050.0,1998.0,27.47883,16.30367
Dar al Gani 620,6167,L6,335.0,1998.0,27.484170000000002,16.305329999999998
Dar al Gani 623,6170,L6,135.0,1998.0,27.23633,16.35383
Dar al Gani 624,6171,L6,1750.0,1998.0,27.3705,16.18833
Dar al Gani 625,6172,L6,502.0,1998.0,27.35517,16.2035
Dar al Gani 626,6173,H4,233.0,1998.0,27.351670000000002,16.235670000000002
Dar al Gani 630,6177,H4,159.0,1998.0,27.0555,16.05067
Dar al Gani 632,6179,LL3.3,340.0,1998.0,26.90767,16.70167
Dar al Gani 633,6180,LL5,210.0,1998.0,26.919,16.6775
Dar al Gani 634,6181,L6,160.0,1998.0,27.370829999999998,15.99133
Dar al Gani 635,6182,H5,1390.0,1998.0,26.90483,16.679
Dar al Gani 636,6183,L5,2975.0,1998.0,26.881,16.54917
Dar al Gani 637,6184,L6,1149.0,1998.0,26.882170000000002,16.651670000000003
Dar al Gani 638,6185,H4,8170.0,1998.0,26.95,16.15
Dar al Gani 639,6186,LL5,237.0,1998.0,26.940170000000002,16.419
Dar al Gani 641,6188,H5,1030.0,1998.0,26.964170000000003,16.469170000000002
Dar al Gani 642,6189,L6,265.0,1998.0,26.88533,16.579
Dar al Gani 643,6190,L6,152.0,1998.0,26.98,16.405
Dar al Gani 644,6191,L6,223.0,1998.0,27.157329999999998,16.419829999999997
Dar al Gani 645,6192,H5,160.0,1998.0,26.98167,16.45833
Dar al Gani 646,6193,H5,171.0,1998.0,26.90833,16.66933
Dar al Gani 647,6194,Eucrite-mmict,1425.0,1997.0,27.16667,16.133329999999997
Dar al Gani 648,6195,H5,288.0,1999.0,27.163059999999998,16.00444
Dar al Gani 649,6196,L6,310.0,1999.0,27.260559999999998,16.0075
Dar al Gani 650,6197,L6,3700.0,1999.0,27.258609999999997,16.01139
Dar al Gani 652,6199,L6,744.0,1999.0,26.98333,16.383329999999997
Dar al Gani 653,6200,H5,2125.0,1999.0,27.01667,16.366670000000003
Dar al Gani 654,6201,H4,2478.0,1999.0,26.8,16.066670000000002
Dar al Gani 655,6202,L6,168.0,1999.0,27.116670000000003,16.183329999999998
Dar al Gani 656,6203,L6,578.0,1999.0,26.96667,16.41667
Dar al Gani 657,6204,L6,386.0,1999.0,27.28333,16.1
Dar al Gani 662,6209,H6,385.0,1999.0,27.116670000000003,16.433329999999998
Dar al Gani 663,6210,L6,532.0,1999.0,27.116670000000003,16.433329999999998
Dar al Gani 664,6211,L4,137.0,2000.0,27.23333,16.116670000000003
Dar al Gani 665,6212,Ureilite-pmict,363.0,1999.0,27.05,16.35
Dar al Gani 667,6214,CO3,108.0,1999.0,27.05,16.05
Dar al Gani 669,6216,Howardite,926.0,1999.0,27.33333,16.16667
Dar al Gani 671,6218,Howardite,485.0,1999.0,27.35,16.16667
Dar al Gani 672,6219,LL5,1616.0,1999.0,27.46667,16.3
Dar al Gani 674,6221,L6,252.0,1999.0,26.98333,16.383329999999997
Dar al Gani 675,6222,H5,196.0,1999.0,27.0,16.4
Dar al Gani 676,6223,L6,246.0,1999.0,26.96667,16.366670000000003
Dar al Gani 677,6224,L6,584.0,1999.0,27.0,16.133329999999997
Dar al Gani 678,6225,H5/6,162.0,2000.0,26.75,16.433329999999998
Dar al Gani 681,6228,Ureilite,110.0,1999.0,27.05,16.383329999999997
Dar al Gani 682,6229,H6,1998.0,1999.0,27.03333,16.183329999999998
Dar al Gani 683,6230,L6,232.0,1999.0,26.58333,16.8
Dar al Gani 684,6231,Eucrite,2210.0,1999.0,27.08333,16.383329999999997
Dar al Gani 685,6232,H4-6,380.0,1999.0,27.45,16.25
Dar al Gani 686,6233,H6,184.0,1999.0,27.01667,16.41667
Dar al Gani 688,6235,H5/6,616.0,1999.0,26.95,16.46667
Dar al Gani 689,6236,H4-5,200.0,1999.0,27.28333,16.1
Dar al Gani 690,6237,L6,344.0,1999.0,26.96667,16.366670000000003
Dar al Gani 692,6239,Ureilite,734.0,1999.0,27.08333,16.366670000000003
Dar al Gani 694,6241,L6,321.0,1999.0,26.96667,16.41667
Dar al Gani 696,6243,H4,564.0,1999.0,27.08333,16.08333
Dar al Gani 697,6244,H6,586.0,1999.0,27.116670000000003,16.05
Dar al Gani 699,6246,L6,244.0,1999.0,27.4,16.2
Dar al Gani 701,6248,L6,237.0,1999.0,26.98333,16.41667
Dar al Gani 704,6251,L6,213.0,1999.0,26.96667,16.383329999999997
Dar al Gani 705,6252,H5/6,1120.0,1999.0,26.96667,16.4
Dar al Gani 706,6253,L4,108.0,1999.0,27.0,16.383329999999997
Dar al Gani 710,6257,H4,252.0,1999.0,27.1,16.366670000000003
Dar al Gani 712,6259,H4,146.0,1999.0,26.933329999999998,16.41667
Dar al Gani 713,6260,L6,183.0,1999.0,26.96667,16.383329999999997
Dar al Gani 716,6263,H5,176.0,1999.0,27.05,16.15
Dar al Gani 717,6264,L4,706.0,1999.0,27.03333,16.133329999999997
Dar al Gani 724,6271,L4,187.0,1999.0,27.25,16.116670000000003
Dar al Gani 725,6272,L6,114.0,1999.0,27.28333,16.1
Dar al Gani 729,6276,L5/6,586.0,1999.0,27.1,16.35
Dar al Gani 730,6277,H5,227.0,1999.0,27.116670000000003,16.316670000000002
Dar al Gani 731,6278,CV3,144.0,1999.0,27.316670000000002,16.26667
Dar al Gani 732,6279,H4,247.0,1999.0,27.316670000000002,16.28333
Dar al Gani 733,6280,H5,185.0,1999.0,27.25,16.35
Dar al Gani 734,6281,EL4,1378.0,1997.0,27.131829999999997,16.05
Dar al Gani 735,6282,Martian (shergottite),588.0,1997.0,27.16667,16.16667
Dar al Gani 736,6283,L3,243.0,1999.0,27.138170000000002,16.03717
Dar al Gani 737,6284,L3,1053.0,1998.0,27.1895,16.0645
Dar al Gani 738,6285,H6,257.0,1998.0,27.108829999999998,16.059829999999998
Dar al Gani 739,6286,H5,390.0,1998.0,27.19667,16.0885
Dar al Gani 740,6287,H5,320.0,1998.0,27.154329999999998,16.033170000000002
Dar al Gani 741,6288,H4,20500.0,1998.0,27.081670000000003,16.28333
Dar al Gani 742,6289,H5,2222.0,1998.0,27.133329999999997,16.05
Dar al Gani 743,6290,H6,980.0,1998.0,27.12067,16.084
Dar al Gani 744,6291,LL6,390.0,1998.0,27.12833,16.050829999999998
Dar al Gani 745,6292,LL6,866.0,1998.0,27.305,16.20167
Dar al Gani 746,6293,H5,2300.0,1998.0,27.15217,16.103170000000002
Dar al Gani 747,6294,H6,179.0,1999.0,27.13433,16.11017
Dar al Gani 748,6295,H5,265.0,1998.0,27.27867,16.2165
Dar al Gani 749,6296,CO3,95000.0,1999.0,27.30167,15.7645
Dar al Gani 751,6298,L6,315.0,1999.0,27.87033,15.871670000000002
Dar al Gani 752,6299,L6,124.0,1999.0,27.863670000000003,15.866670000000001
Dar al Gani 753,6300,L6,484.0,1999.0,27.85117,15.875670000000001
Dar al Gani 754,6301,L6,454.0,1999.0,27.849829999999997,15.884
Dar al Gani 755,6302,L6,200.0,1999.0,27.85,15.884
Dar al Gani 756,6303,L6,454.0,1999.0,27.8425,15.884329999999999
Dar al Gani 757,6304,L6,505.0,1999.0,27.8325,15.885329999999998
Dar al Gani 758,6305,L6,2223.0,1999.0,27.767670000000003,15.94067
Dar al Gani 760,6307,L6,316.0,1999.0,26.958,16.335
Dar al Gani 761,6308,L6,158.0,1999.0,26.97083,16.38567
Dar al Gani 762,6309,L6,346.0,1999.0,26.97383,16.37517
Dar al Gani 763,6310,L5,3906.0,1999.0,27.0155,16.534
Dar al Gani 764,6311,L6,122.0,1999.0,26.90617,16.67183
Dar al Gani 765,6312,LL6,194.0,1999.0,26.941670000000002,16.566
Dar al Gani 766,6313,H4,1806.0,1999.0,26.9705,16.53717
Dar al Gani 775,6322,H5,596.0,1999.0,26.9675,16.44967
Dar al Gani 777,6324,L6,124.0,1999.0,26.98467,16.44483
Dar al Gani 779,6326,Howardite,18800.0,1999.0,26.99233,16.4375
Dar al Gani 785,6332,LL3,278.0,2000.0,26.998829999999998,16.442829999999997
Dar al Gani 786,6333,L6,243.0,2000.0,27.018829999999998,16.434
Dar al Gani 790,6337,L6,241.0,2000.0,26.99933,16.431
Dar al Gani 791,6338,H4,148.0,2000.0,27.27767,16.237170000000003
Dar al Gani 792,6339,LL3,202.0,2000.0,26.913829999999997,16.465
Dar al Gani 793,6340,LL6,109.0,2000.0,27.46367,16.1465
Dar al Gani 794,6341,H5,166.0,2000.0,26.99333,16.4505
Dar al Gani 799,6346,H6,107.0,2000.0,27.03283,16.48967
Dar al Gani 802,6349,H6,230.0,2000.0,27.0055,16.47283
Dar al Gani 807,6354,H5,187.0,2000.0,27.057,16.445
Dar al Gani 812,6359,H5,2022.0,2000.0,26.95867,16.4555
Dar al Gani 814,6361,L4,102.0,2000.0,26.99,16.39783
Dar al Gani 815,6362,H5,214.0,2000.0,26.98333,16.46167
Dar al Gani 817,6364,H6,196.0,2000.0,27.41317,16.2795
Dar al Gani 818,6365,H4/5,110.0,2000.0,26.97583,16.467
Dar al Gani 819,6366,L4/5,688.0,2000.0,26.99533,16.44683
Dar al Gani 820,6367,L6,560.0,2000.0,27.77117,15.932329999999999
Dar al Gani 821,6368,H4/5,1103.0,2000.0,26.99533,16.44683
Dar al Gani 824,6371,H5,112.0,2000.0,26.99517,16.452170000000002
Dar al Gani 827,6374,H5,107.0,2000.0,26.987,16.437
Dar al Gani 832,6379,L4/5,166.0,2000.0,27.447,16.14817
Dar al Gani 837,6384,L6,113.0,2000.0,27.2735,16.240170000000003
Dar al Gani 841,6388,L4,405.0,1998.0,27.026670000000003,16.26417
Dar al Gani 842,6389,L6,347.0,1998.0,26.8965,16.578329999999998
Dar al Gani 843,6390,H5,105.0,1998.0,27.035,16.1615
Dar al Gani 844,6391,Eucrite,143.0,1999.0,27.396,16.1905
Dar al Gani 847,6394,CO3,164.0,1999.0,27.0655,16.079829999999998
Dar al Gani 849,6396,L5,933.0,1998.0,26.883329999999997,16.68817
Dar al Gani 851,6398,L5,1395.0,1999.0,27.202170000000002,15.893
Dar al Gani 852,6399,CO3,481.0,1999.0,27.19833,15.90117
Dar al Gani 853,6400,CO3,2655.0,1999.0,27.197,15.9045
Dar al Gani 854,6401,CO3,490.0,1999.0,27.173170000000002,15.93733
Dar al Gani 855,6402,L5,406.0,1998.0,26.889670000000002,16.5715
Dar al Gani 856,6403,H6,148.0,1998.0,27.057,16.09583
Dar al Gani 858,6405,CO3,3810.0,1999.0,27.20233,15.895829999999998
Dar al Gani 859,6406,L6,2517.0,1998.0,26.98067,16.34633
Dar al Gani 860,6407,LL4,149.0,1999.0,26.87267,16.703670000000002
Dar al Gani 861,6408,H5,495.0,1998.0,26.8715,16.63417
Dar al Gani 862,6409,H3,294.0,1999.0,27.152,16.316
Dar al Gani 863,6410,Eucrite-pmict,361.0,1999.0,26.9195,16.674
Dar al Gani 864,6411,H4/5,382.0,1999.0,26.95,16.35
Dar al Gani 866,6413,L5,261.0,1999.0,27.25,16.133329999999997
Dar al Gani 869,6416,H4/5,836.0,1998.0,27.09317,16.049329999999998
Dar al Gani 870,6417,H3/4,262.0,2000.0,26.911,16.45683
Dar al Gani 871,6418,L6,166.0,1998.0,27.01267,16.277829999999998
Dar al Gani 872,6419,Eucrite-mmict,885.0,2001.0,27.219170000000002,16.226329999999997
Dar al Gani 873,6420,L6,136.0,1999.0,27.364829999999998,16.17367
Dar al Gani 875,6422,H5,585.0,1998.0,26.9195,16.68
Dar al Gani 877,6424,H5,211.0,2000.0,27.08333,16.116670000000003
Dar al Gani 880,6427,H6,131.0,2000.0,27.08333,16.116670000000003
Dar al Gani 883,6430,H5-6,100.0,2000.0,27.08333,16.116670000000003
Dar al Gani 884,6431,H4,100.0,2000.0,27.1,16.1
Dar al Gani 885,6432,H6,102.0,2000.0,26.1,16.066670000000002
Dar al Gani 887,6434,H5/6,156.0,2000.0,27.15,16.1
Dar al Gani 893,6440,H6,132.0,2000.0,27.116670000000003,16.066670000000002
Dar al Gani 895,6442,H4,286.0,2000.0,27.133329999999997,16.116670000000003
Dar al Gani 898,6445,H4,828.0,2001.0,27.0345,16.14283
Dar al Gani 899,6446,L4,263.0,1998.0,27.83267,15.9105
Dar al Gani 901,6448,H4,9000.0,1998.0,27.88083,16.9135
Dar al Gani 902,6449,L3,462.0,1999.0,27.9265,16.90417
Dar al Gani 903,6450,H3-6,114.0,2000.0,27.12267,16.50617
Dar al Gani 904,6451,H6,144.0,2000.0,27.13683,16.1455
Dar al Gani 905,6452,H6,141.0,2000.0,27.10833,16.058329999999998
Dar al Gani 906,6453,L6,112.0,2000.0,27.09283,16.12717
Dar al Gani 907,6454,H6,142.0,2000.0,27.053829999999998,16.4475
Dar al Gani 908,6455,H6,204.0,2000.0,27.065170000000002,16.13983
Dar al Gani 915,6456,Howardite,740.0,2000.0,27.35,16.183329999999998
Dar al Gani 916,6457,L4/5,183.0,2000.0,27.25,16.133329999999997
Dar al Gani 918,6459,H3-5,200.0,2000.0,27.2,16.08333
Dar al Gani 919,6460,H5,106.0,2000.0,27.21667,16.133329999999997
Dar al Gani 920,6461,H4,106.0,2000.0,27.21667,16.15
Dar al Gani 921,6462,H5,123.0,2000.0,27.133329999999997,16.2
Dar al Gani 922,6463,L6,253.0,2000.0,26.95,16.383329999999997
Dar al Gani 923,6464,Ureilite,255.0,2000.0,27.0,16.35
Dar al Gani 926,6467,H6,243.0,2000.0,27.183329999999998,16.26667
Dar al Gani 927,6468,H6,367.0,2000.0,26.98333,16.58333
Dar al Gani 929,6470,H3,119.0,2000.0,26.95,16.45
Dar al Gani 930,6471,H5,560.0,2000.0,27.03333,16.433329999999998
Dar al Gani 931,6472,L6,140.0,2000.0,27.116670000000003,16.46667
Dar al Gani 933,6474,H4,170.0,2000.0,27.08333,16.066670000000002
Dar al Gani 935,6476,H5,376.0,2000.0,27.133329999999997,16.01667
Dar al Gani 936,6477,H3-5,522.0,2000.0,27.21667,16.116670000000003
Dar al Gani 937,6478,L4,136.0,2000.0,27.23333,16.15
Dar al Gani 939,6480,L6,367.0,2000.0,27.383329999999997,16.05
Dar al Gani 940,6481,L6,210.0,2000.0,27.5,16.2
Dar al Gani 944,6484,LL6,119.27,2000.0,27.19667,16.19717
Dar al Gani 945,6485,Eucrite,300.0,2000.0,27.188670000000002,16.37583
Dar al Gani 947,6487,LL6,436.0,2000.0,27.44683,16.319329999999997
Dar al Gani 948,6488,L6,1032.0,2000.0,27.687170000000002,15.977170000000001
Dar al Gani 949,6489,L6,204.01,2000.0,27.8985,15.86367
Dar al Gani 951,6491,L5,1080.0,2000.0,27.901670000000003,15.8635
Dar al Gani 955,6495,H6,18500.0,1999.0,27.131829999999997,16.20767
Dar al Gani 956,6496,L6,15000.0,1997.0,27.13267,15.9925
Dar al Gani 957,6497,L4,369.0,1998.0,26.8955,16.583170000000003
Dar al Gani 958,6498,L5,542.0,1999.0,26.956670000000003,16.3475
Dar al Gani 959,6499,H4,164.0,1999.0,26.96583,16.348
Dar al Gani 960,6500,L6,392.0,1999.0,26.87567,16.680329999999998
Dar al Gani 961,6501,L5,481.0,1998.0,26.8825,16.662
Dar al Gani 962,6502,Achondrite-ung,130.0,1998.0,27.198,16.4085
Dar al Gani 963,6503,H6,484.0,1997.0,27.11083,16.04417
Dar al Gani 964,6504,H3.9,158.1,2000.0,27.0345,16.14283
Dar al Gani 965,6505,LL5,216.0,1998.0,26.9415,16.42117
Dar al Gani 966,6506,L4,204.0,1998.0,26.89633,16.5795
Dar al Gani 967,6507,L5,468.0,1998.0,26.88917,16.55067
Dar al Gani 968,6508,L5,351.0,1999.0,26.892670000000003,16.57667
Dar al Gani 969,6509,L/LL6,3145.0,1998.0,26.98017,16.34967
Dar al Gani 970,6510,L5,251.0,1998.0,26.89967,16.57817
Dar al Gani 971,6511,L6,202.0,1999.0,26.89367,16.626170000000002
Dar al Gani 972,6512,L5,121.0,1999.0,27.098,16.12167
Dar al Gani 974,6514,CR,107.0,1999.0,27.0295,16.37217
Dar al Gani 979,6519,L6,2483.0,2000.0,27.45017,16.18667
Dar al Gani 981,6521,L5,931.0,2001.0,27.20983,16.4265
Dar al Gani 982,6522,H5,177.0,2000.0,27.2115,16.432
Dar al Gani 983,6523,Eucrite-pmict,933.0,2002.0,26.7375,16.8995
Dar al Gani 984,6524,L6,763.0,2002.0,26.8105,16.80483
Dar al Gani 987,6527,H5,2031.0,2002.0,27.06417,16.39367
Dar al Gani 988,6528,H5,3128.0,2002.0,27.07,16.39317
Dar al Gani 989,6529,LL6,764.0,2002.0,27.1125,16.331670000000003
Dar al Gani 990,6530,LL6,219.0,2002.0,27.113,16.336170000000003
Dar al Gani 991,6531,H5,236.0,2002.0,27.33067,16.2805
Dar al Gani 993,6533,LL5,317.0,2002.0,27.453670000000002,16.323
Dar al Gani 994,6534,H4/5,7769.0,2002.0,27.487170000000003,16.44533
Dar al Gani 997,6537,H6,500.0,1999.0,26.91667,16.66667
Dar al Gani 998,6538,CO3,3522.0,1999.0,27.174329999999998,15.9205
Dar al Gani 999,6539,Ureilite-pmict,2106.0,2000.0,27.02583,16.36583
Daraj 001,6540,H5,30000.0,1986.0,29.6425,11.73222
Daraj 002,6541,L4,4000.0,1986.0,29.865,11.69167
Daraj 004,6543,H5,1470.0,1986.0,29.865,11.69167
Daraj 005,6544,L6,500.0,1986.0,29.598059999999997,11.94028
Daraj 008,6547,H4,1270.0,1986.0,29.57889,11.74944
Daraj 011,6550,H3,2600.0,1986.0,29.506390000000003,11.498610000000001
Daraj 012,6551,H4,250.0,1986.0,29.465559999999996,11.43333
Daraj 013,6552,H5,352.0,1986.0,29.59722,11.74167
Daraj 014,6553,L6,395.0,1986.0,29.598059999999997,11.74167
Daraj 015,6554,H4,2100.0,1986.0,29.563059999999997,12.03083
Daraj 020,6559,H5,355.0,1986.0,29.610559999999996,12.10778
Daraj 101,6560,H5,2800.0,1986.0,29.647779999999997,11.746939999999999
Daraj 102,6561,H5,777.0,1986.0,29.61778,11.773610000000001
Daraj 105,6564,H5,1539.0,1986.0,29.631390000000003,11.76194
Daraj 107,6566,L6,770.0,1986.0,29.511390000000002,11.99111
Daraj 108,6567,LL4-6,453.0,1986.0,29.43833,11.87833
Daraj 109,6568,LL4-6,280.0,1986.0,29.481109999999997,12.14056
Daraj 110,6569,H4,700.0,1986.0,29.41917,12.125
Daraj 111,6570,L6,292.0,1986.0,29.26806,11.70528
Daraj 112,6571,L5/6,215.0,1986.0,29.664720000000003,11.77639
